userId,movieId,rating
33218,608,5.0
40456,3528,5.0
110657,1032,0.5
45689,6155,3.5
45319,380,3.0
67117,1804,3.0
16194,637,5.0
132949,524,4.0
48272,8784,3.0
84133,185,3.0
108308,41997,3.5
133220,364,4.0
115651,370,4.0
86579,3409,3.0
89202,3275,3.0
99639,11,3.0
43303,83525,5.0
36059,2263,2.5
70595,300,5.0
45125,2474,4.0
39257,1012,3.5
126269,3770,5.0
3907,45,3.0
34344,1211,5.0
117861,2003,3.5
80808,3147,4.5
14056,2527,4.0
16701,5459,5.0
74963,1396,5.0
115222,2140,4.0
107552,3984,4.0
28611,8158,4.0
55940,66785,4.5
24604,56757,4.5
59873,5935,0.5
76289,1240,4.0
35861,2772,4.0
2349,2049,5.0
108913,4370,4.0
37249,594,3.5
108362,44199,4.0
42650,3362,4.5
32212,2908,5.0
109882,1199,3.5
128591,2174,4.0
114722,169,1.5
91390,784,0.5
1507,3087,2.5
86748,1042,5.0
25599,5902,4.0
130653,920,3.0
106041,2138,2.0
105059,733,3.5
93669,69685,4.0
102889,50872,4.5
78300,2683,4.0
112283,3361,3.0
37145,902,4.0
16236,4776,3.5
121042,3186,3.0
133864,832,3.0
138025,3300,3.0
7298,5617,4.0
71840,724,3.0
71467,4367,3.0
68222,339,3.0
57953,1885,3.0
63266,3254,2.0
37680,2174,4.0
77343,2881,3.0
67019,4009,4.5
49604,58293,1.5
42933,1080,4.5
55391,6711,3.5
43223,1079,3.0
117680,249,4.0
87980,694,3.0
32903,316,5.0
126527,46976,4.5
117193,45,3.0
27215,6373,3.0
129910,4034,4.0
26055,1272,3.5
120941,7151,2.0
36017,1208,5.0
108041,58559,4.5
72496,3439,4.0
125613,549,3.0
65401,4621,1.5
135880,1580,3.0
55368,2355,3.0
5458,10,3.0
94484,837,4.0
91425,1019,3.0
23316,3101,4.5
9209,1,4.0
9790,3608,4.0
8791,6016,3.5
37287,3098,4.5
58116,2987,5.0
102241,457,4.0
94302,2858,4.0
56718,41566,3.0
133848,45722,4.5
67914,852,3.0
38936,2478,3.0
111087,4995,4.0
81970,1663,4.5
80585,7153,5.0
34651,8808,3.5
114270,54272,4.0
2381,708,4.0
67658,2753,4.0
54603,1274,2.0
85215,1029,4.0
76079,3174,4.0
125560,928,3.0
9087,904,4.0
43599,4056,4.0
24039,2761,4.0
79578,588,4.0
138093,256,2.0
96224,5949,5.0
133867,56782,4.5
124223,592,3.0
118205,34767,3.0
92071,6762,5.0
77587,784,3.0
46395,59369,3.0
79147,368,2.0
51894,3067,5.0
72290,1919,5.0
104290,2405,3.0
2821,45499,3.5
111632,18,3.0
39401,2294,3.5
106712,110611,4.0
123606,3735,4.0
15208,1479,3.0
112019,54256,3.5
10678,2428,4.0
133872,4901,4.0
87529,27803,3.5
137552,2064,3.0
135765,7346,2.0
51075,34072,3.5
26867,3309,4.0
6021,3004,2.0
27231,2997,5.0
84220,1610,4.0
104911,3685,3.0
62887,722,5.0
49642,4022,2.5
120670,1,5.0
31107,1179,4.0
1454,6863,3.5
84075,180,4.5
130715,5146,3.5
7252,218,3.0
95405,3422,2.0
133133,380,3.5
129206,2797,3.5
90968,2488,4.0
111777,8711,4.0
60272,1704,3.5
8366,2716,5.0
67417,2371,2.0
105021,590,5.0
57248,1784,3.5
21353,84152,4.5
19046,55280,2.5
28323,628,3.0
30559,592,4.0
80633,3471,5.0
97444,707,3.0
63042,2376,3.5
126519,2329,5.0
78323,4047,5.0
38531,27434,4.5
120344,595,3.0
91948,5843,1.0
57856,94864,3.5
116185,160,3.0
25931,590,4.0
32471,1680,2.0
23433,31433,1.0
78472,4306,5.0
21480,4571,4.0
134002,3039,4.0
87093,485,3.0
73787,1258,3.0
114535,376,3.0
65353,1569,3.0
136936,2881,3.0
97101,1617,4.0
131291,1407,5.0
67064,1805,2.0
81929,1196,4.5
59154,4816,4.0
99530,915,4.0
91585,1148,5.0
55244,2290,2.0
77641,3462,3.5
4884,1909,3.0
218,1673,4.0
71038,1641,4.0
54338,508,2.5
1119,1079,4.0
15722,968,4.0
23020,593,4.0
43268,541,2.5
18820,904,4.5
124416,6727,3.0
49904,4995,4.0
48638,5214,3.0
39298,7324,4.0
119786,1517,4.0
58747,2686,4.5
81105,32,3.0
89293,42723,2.5
35590,2,5.0
1389,1597,4.0
56871,377,3.0
53275,111362,3.5
54478,3527,4.0
122860,2908,4.5
28398,1374,2.5
83905,8810,3.0
36869,936,5.0
1419,8957,4.0
4648,3685,4.0
45237,8360,4.0
105762,2,2.5
57436,5502,3.5
35341,70,3.0
127750,36535,2.5
137934,16,5.0
50113,2050,2.0
92613,2761,4.0
122995,3497,4.0
20167,434,2.0
8307,5349,3.0
114504,1105,0.5
37317,4842,4.0
100254,508,3.5
136278,89904,3.0
15872,1784,3.5
18193,678,3.5
60453,435,2.0
101936,3706,4.5
11975,239,3.0
80542,3972,4.5
134435,736,5.0
62340,86190,1.5
84541,56775,2.0
103839,500,4.5
79966,5378,4.0
101776,1527,3.0
49212,2014,5.0
133165,3408,2.0
131573,648,2.5
86775,34,4.0
100597,319,4.0
119515,40973,3.5
98369,2161,4.5
50855,1527,4.5
74017,597,3.0
26309,5528,2.5
66836,27338,1.5
20194,451,3.0
54216,440,2.0
114861,2724,3.0
109575,412,5.0
4859,4776,3.0
29934,1222,3.5
95222,110,4.0
30861,39,3.0
43237,1693,4.0
49441,1136,3.0
134687,4215,3.0
87778,1198,5.0
62779,707,3.0
82690,3996,5.0
102815,69122,4.0
127722,6936,3.5
46121,8610,4.5
74437,33794,4.5
117476,1485,4.0
118050,72356,3.5
27825,355,3.0
18515,1711,2.0
115274,6,1.0
126332,432,2.0
111880,3176,3.0
43556,37729,3.5
11998,1220,5.0
111703,1213,5.0
16047,64,4.5
101127,537,3.0
61121,71057,3.5
134538,1573,3.0
79886,160,5.0
63003,34542,5.0
5487,1299,5.0
63071,70,2.0
44292,3727,4.0
82256,1213,5.0
26673,553,3.0
96287,2336,4.0
3797,2273,3.0
90078,1343,4.5
95166,786,1.0
90969,2826,1.0
22101,1527,5.0
12299,1293,3.0
89764,45028,3.5
104235,3837,4.0
56063,1080,4.5
119148,2432,2.5
28830,19,2.0
2930,27904,4.0
24143,8810,3.0
29056,1032,4.0
61601,7802,3.5
56219,6874,0.5
83948,31658,2.5
16057,3114,4.0
54817,47044,4.0
45961,982,4.0
53270,858,3.0
36475,1784,5.0
123159,2140,4.0
93227,1343,2.0
113896,377,3.5
53166,41566,4.0
69629,208,3.5
62876,8874,4.0
29056,3747,4.5
82476,1285,4.0
28577,2268,4.0
43025,1220,4.0
70887,837,3.5
25610,373,4.0
27001,2735,3.0
107628,1064,3.0
3268,78209,3.0
35519,2641,4.0
95157,1374,5.0
26957,2959,3.5
117259,80939,3.5
101111,2268,3.0
32493,2677,4.0
77629,6297,3.0
43848,40815,4.0
13770,4401,3.0
69921,2916,1.0
84823,4446,3.5
28125,597,3.5
121141,231,3.0
16635,30707,4.5
120846,59615,3.0
108108,1265,1.0
66362,54001,3.5
49018,1315,1.0
24397,36517,4.0
114894,832,2.5
4759,61132,2.5
46866,1400,1.0
23256,1615,2.0
92452,783,5.0
72820,1183,4.0
64049,51540,2.5
101197,5218,4.0
26849,419,2.0
99370,344,3.0
105685,2405,3.0
7554,344,2.5
136405,2064,4.0
75354,5458,3.5
6874,2997,2.0
2860,380,4.0
118256,7361,4.0
71676,253,2.0
119575,185,2.0
115147,6377,5.0
26007,4638,3.0
71423,553,3.0
106348,8984,5.0
22205,7004,1.5
74105,8361,3.0
54972,3994,1.0
111653,1324,2.0
14866,4148,2.0
46744,1273,4.0
101201,4361,4.0
14856,2713,2.0
120075,41285,4.0
123537,7001,3.5
103088,30793,2.0
58676,2959,4.0
68818,94953,3.0
119187,364,3.0
62638,111,4.0
109990,4369,3.5
60761,160,3.0
2361,2640,0.5
8029,2273,4.0
120853,1175,4.0
99499,4695,4.0
11132,1441,3.0
124770,6539,4.0
83667,3062,4.5
41775,1517,2.0
106802,1131,3.5
68338,610,5.0
133435,47491,4.0
29566,4226,4.0
76657,2167,4.0
30124,589,4.0
29938,1688,4.0
74549,1643,3.0
33235,144,1.0
6039,2412,1.0
131829,88405,3.0
43217,2115,4.0
131646,593,5.0
128334,6373,4.0
116302,72131,3.0
134876,367,3.0
22357,233,4.0
128416,4085,4.0
130869,317,4.0
66987,4720,3.0
91948,3708,1.0
10158,111,5.0
69649,260,3.0
114009,1405,3.0
71436,2599,5.0
8538,3688,3.5
105399,1093,4.0
85863,4963,4.0
42204,2780,3.5
81867,2710,2.0
135827,420,3.0
113340,913,4.0
13619,165,2.0
130193,78499,3.5
124192,6198,4.0
121935,4848,4.5
79771,1304,5.0
104642,3081,3.0
109410,371,3.0
54717,3210,2.5
108864,7766,4.5
135012,3827,3.0
96892,802,3.0
92085,6367,2.0
89402,3683,4.0
25889,2405,4.0
12033,1676,4.0
110847,1223,4.0
3284,361,4.0
68071,1639,4.0
15521,46972,3.5
11886,497,3.0
22894,46578,3.5
37595,224,3.0
128175,16,4.0
72150,3107,3.5
131520,153,2.0
18996,2355,3.0
126157,515,4.0
54351,2804,3.5
133911,1203,5.0
131133,1208,5.0
91251,64839,2.5
102694,2089,3.5
27041,4025,2.0
129540,5049,4.0
99525,4011,3.0
123981,2997,4.0
122610,5902,4.5
26932,2707,3.5
28195,74510,4.0
62133,1285,4.5
109925,2144,4.0
86768,6188,1.0
113338,440,4.0
45256,2321,3.5
42394,2000,3.5
5924,39,5.0
23877,3911,3.5
121216,1302,4.0
82254,724,3.0
8877,36,2.5
116731,2716,5.0
910,3984,4.5
84800,555,3.0
46822,490,3.0
125849,66789,3.0
31573,84863,3.0
89242,4721,3.5
63149,2470,3.0
121309,1240,3.0
54029,32587,4.0
88007,31,3.0
42336,34405,3.5
80844,6188,3.5
21678,47,5.0
30223,6796,4.0
44217,1379,3.0
40312,1923,1.0
33356,783,3.0
6675,1285,4.0
64684,1013,4.0
16590,47,3.5
30364,1027,3.0
64281,3095,3.0
100418,49530,3.0
33649,1246,4.0
30562,1208,3.0
74849,41573,3.5
87346,73321,4.0
79292,7017,1.5
63737,62,3.0
27706,4235,4.0
105686,1544,3.5
29080,1380,4.5
62051,2628,5.0
30416,6270,5.0
34882,82461,4.0
43134,2858,5.0
122360,3081,2.5
26876,6934,3.5
46313,5952,4.0
126933,1059,3.5
113791,1960,4.0
62986,3717,3.0
13109,2916,4.0
120256,8981,3.5
81531,3578,4.0
44446,2763,3.5
102274,2858,4.5
49824,1445,2.5
102034,2108,4.0
83060,766,3.0
23192,382,4.0
126565,22,3.0
90993,1,5.0
10373,1983,3.0
80882,7153,4.0
19569,7153,1.0
124493,4963,4.0
74142,3682,2.0
94791,68319,4.0
95149,457,3.5
27656,6537,3.5
114135,2762,4.0
130774,1479,4.0
77752,1097,3.5
77997,198,4.0
22723,6385,3.5
122310,109374,4.5
118443,1193,4.5
92618,5418,4.5
15522,2005,3.0
110255,5364,2.5
26447,73268,4.5
55303,5481,3.0
105369,10,4.0
100781,8016,4.5
22501,3918,1.5
53998,3559,4.0
25164,53894,3.5
15617,3545,3.5
53123,2406,3.0
93568,1721,3.5
56332,539,4.0
126550,2502,3.0
126744,64,3.0
99941,5400,3.5
56904,1961,4.0
59794,724,4.0
107850,1321,3.0
119392,1285,3.0
54057,3155,4.0
14680,80463,3.0
129308,2916,4.0
40149,2194,5.0
103773,5291,4.5
91400,2693,3.0
108381,4677,2.5
24119,405,3.0
33190,380,4.5
90346,1965,4.5
57050,3578,4.5
58612,3108,4.0
83343,1390,3.0
69916,45728,4.5
57839,2858,4.5
3461,3408,4.0
95211,589,1.0
114462,1148,4.5
89660,2542,4.0
116498,97938,4.5
135483,3053,3.0
62265,3535,2.0
24905,1917,3.0
112143,2313,3.0
108427,6294,4.0
129423,1810,4.0
109245,1405,4.5
40039,2405,3.0
3088,39446,3.5
59891,373,3.0
75121,4720,2.5
106307,1772,1.0
117876,3098,3.0
106813,1100,5.0
16422,2917,4.0
79792,2797,4.0
128615,553,2.0
37705,38038,3.0
110826,39381,3.5
102684,786,3.5
137202,2340,3.5
25936,4878,5.0
72832,5218,3.5
40017,48780,3.5
122941,7,3.0
1937,187,5.0
109191,292,1.5
84234,497,4.0
126067,4878,4.0
128492,4306,4.0
75857,1230,4.5
36082,3972,4.0
61837,2009,3.0
39880,1183,2.0
14280,59615,3.0
83923,440,4.0
18191,1867,1.5
67792,2300,5.0
29069,917,3.0
99431,3986,3.0
78075,380,4.0
114297,4014,5.0
114601,38886,4.0
96384,6539,5.0
12619,1639,3.0
56218,2100,3.0
126157,3246,2.5
135593,474,3.5
43188,7438,1.0
41989,50,5.0
28852,2890,4.0
44038,4480,3.0
8300,161,4.0
80192,227,3.0
24475,6832,4.0
60975,81641,4.5
18078,2355,5.0
63597,1345,3.0
112262,8644,3.5
13476,60293,4.5
97858,8623,1.5
7934,87232,4.0
24918,1374,5.0
114983,4681,3.0
6571,1371,3.0
18983,2064,5.0
80853,5103,3.0
59850,63082,0.5
78295,4995,2.0
123930,2115,4.0
59544,1083,3.0
82934,2020,5.0
108186,2094,0.5
14828,589,4.5
84404,37731,4.0
91984,1097,3.0
42397,2571,4.0
11309,1485,3.0
125143,2329,5.0
118999,911,5.0
126883,3593,1.0
66873,1641,3.0
81217,3897,5.0
43749,1580,5.0
73700,3301,4.0
13466,412,3.0
85447,43908,2.0
129338,3618,3.0
4184,1257,4.0
57803,249,3.0
90123,185,3.0
47422,3623,4.0
73258,3418,3.5
36865,1307,5.0
58846,47725,4.0
46350,2507,1.5
130320,60069,3.5
59457,1760,1.0
38360,2,2.5
13196,273,3.0
1302,318,5.0
71450,3755,1.0
34860,2890,4.0
4477,1527,3.5
83818,3099,1.0
134547,4234,1.0
47602,114662,3.5
115402,1704,5.0
110447,1474,3.0
13801,2565,4.0
63563,60,1.5
8172,3552,4.5
18372,296,4.0
61897,5025,2.0
95010,2617,4.0
12100,11,3.0
132460,5225,4.0
130202,4896,2.5
43298,3354,3.0
49754,6333,5.0
38212,832,4.0
124888,6281,3.0
8713,4811,4.0
110278,31658,4.0
86883,1080,4.0
132888,1190,3.0
95296,1949,4.0
76737,1028,5.0
55993,2793,4.0
44349,4890,5.0
80789,2722,3.0
51570,292,3.0
33497,7099,5.0
118443,246,5.0
12719,43936,3.5
7267,589,3.5
100207,788,3.5
95466,2067,3.5
63529,1321,0.5
87321,288,3.0
79531,98809,4.0
95645,3481,4.0
92002,163,4.0
30536,1086,4.0
87506,3387,3.0
74820,2366,4.0
52532,110,3.0
90093,3654,4.0
74122,1101,3.5
86447,33794,4.0
82418,6368,5.0
36130,2712,2.5
6317,785,4.0
110628,1405,4.0
20332,3476,5.0
94820,2302,2.5
95474,4361,4.0
2073,589,4.0
8985,5027,3.0
62430,66097,4.0
17008,3004,5.0
138262,590,4.0
16660,6003,4.0
117608,71252,3.5
6314,2912,5.0
18768,1917,1.0
30206,908,4.0
74175,60816,4.0
122797,32,4.0
25627,276,1.0
19228,1658,5.0
86830,4995,4.5
93421,344,3.0
26,597,3.0
109135,1128,5.0
107277,48738,5.0
47497,1307,3.5
90648,4306,4.0
112109,153,3.0
11948,6879,4.0
27241,3864,1.0
13121,2193,2.0
87595,3082,3.0
76102,532,2.0
58667,4932,4.0
128354,2736,3.0
131703,1269,4.0
69879,4085,5.0
104597,4015,2.0
92471,337,3.0
116900,3019,3.5
18299,3198,3.0
121998,913,5.0
127565,26686,3.0
124307,7153,4.0
91996,1680,5.0
116113,5989,3.0
115848,5444,2.5
117269,2232,4.0
134401,4432,3.5
95803,2692,5.0
129793,4368,4.0
4389,3028,4.0
52479,7162,4.0
78671,1249,3.5
73064,2502,4.0
2866,1744,2.0
82552,38038,4.0
124098,50802,4.0
39245,1347,5.0
4044,892,3.0
51209,2396,4.0
74105,6350,3.5
102502,2125,5.0
123808,256,3.0
51165,10,3.5
103382,903,4.0
43545,3814,3.0
123764,4914,5.0
73611,2720,2.5
135258,1210,0.5
7818,3160,2.0
62800,4016,5.0
102587,56941,5.0
120590,1968,3.0
124082,920,5.0
37090,2161,4.0
117541,60040,4.0
29442,508,4.0
110348,592,3.0
37857,42004,3.0
84481,2273,4.0
125178,6258,3.5
35997,3147,4.5
95579,56775,5.0
126788,5995,4.0
135092,2237,4.0
105128,3173,3.5
82869,784,3.0
72888,4034,1.0
43066,593,5.0
96161,186,3.5
27827,19,4.0
85581,2145,2.0
33401,2861,4.0
52392,81,4.0
11171,593,5.0
122676,4718,3.0
33749,750,4.0
118366,765,4.0
78675,6947,5.0
34927,541,5.0
106980,3752,3.0
111560,2493,4.0
93987,3763,4.0
38112,112,3.5
113009,6620,3.0
39256,12,2.0
83330,38061,4.5
105165,2267,3.0
72665,2689,1.0
102276,23,2.0
33818,8865,4.0
101536,3253,4.5
13205,1247,3.5
101469,105844,4.0
67145,5989,3.5
27053,1212,3.0
82739,2470,2.0
12207,2671,2.0
101836,457,4.0
136667,1222,4.0
96372,70643,4.0
116469,3990,1.0
19942,653,5.0
40749,62,4.0
46281,1732,2.5
65759,1198,4.0
69082,1226,5.0
44613,34405,4.5
39249,1747,4.0
72,500,4.0
106155,4014,2.5
13610,59315,3.5
60185,3006,3.0
121657,6162,4.0
98494,5772,5.0
91709,5122,3.5
37435,2028,5.0
129102,2718,4.0
20553,969,4.0
28744,8869,3.0
95026,47,5.0
106071,4865,1.0
76418,1371,3.0
77360,1255,4.5
44843,8644,3.5
101683,1198,5.0
23787,158,3.0
604,42725,4.0
122135,8951,3.5
114898,733,3.5
12525,315,3.0
35265,1939,4.0
109919,2657,4.0
63610,592,3.0
100867,765,1.0
51189,1198,3.5
110826,5574,3.5
48753,1172,5.0
14377,928,4.0
105848,300,3.0
45505,2231,4.5
117446,3717,5.0
36710,21,5.0
116084,1722,3.5
47998,2194,4.0
9810,3489,3.0
99781,5388,4.0
1610,282,3.0
109145,466,2.0
122990,231,5.0
89598,79702,2.5
5178,2012,2.5
60247,588,4.0
137223,587,2.0
86708,88,5.0
48080,2997,5.0
30340,3418,3.0
77892,5303,3.0
106939,82459,5.0
5601,48385,4.0
115376,1129,2.0
13080,2529,4.0
67416,165,4.0
106643,590,4.0
131349,4896,5.0
87094,4105,3.5
87768,2987,4.0
118689,780,3.0
12131,62849,3.0
10224,157,2.0
69290,3440,0.5
137633,66934,4.5
55844,6003,1.5
95679,1293,4.0
8977,1960,4.5
52763,1371,3.5
102141,457,4.0
125278,3055,5.0
95657,57274,4.5
16558,5878,4.0
90446,3070,4.0
131652,33639,3.5
13242,2806,3.0
65459,8585,0.5
56220,593,4.0
4627,68358,5.0
116436,104,3.0
94893,45722,4.0
100471,1461,3.5
131455,4306,4.0
117737,780,4.0
65401,104374,3.5
108198,51412,1.0
42069,1701,4.0
24985,231,4.0
17166,5309,2.5
72389,1097,3.0
28394,3988,0.5
120673,543,3.0
41719,87306,3.5
130273,6863,2.0
71975,2495,3.5
98833,1282,3.0
129964,1976,1.0
34637,82088,4.5
134045,56171,5.0
47263,1210,4.0
122009,4304,5.0
45518,454,3.5
293,135,5.0
16840,3785,2.0
